HOJA;N_COL;COLUMNA;FILAS;VACIOS;UNICOS;EJEMPLOS
DUDOSOS_REV_MANUAL_RESUELTOS;6;NOMBRE_CARRERA;4;0;2;INGENIERIA EN INFORMATICA | INGENIERIA EN CONECTIVIDAD Y REDES
DUDOSOS_REV_MANUAL_RESUELTOS;7;MODALIDAD;4;0;2;3 | 1
DUDOSOS_REV_MANUAL_RESUELTOS;8;JORNADA;4;0;3;4 | 1 | 2
DUDOSOS_REV_MANUAL_RESUELTOS;9;TIPO_PLAN_CARRERA;4;0;1;1
DUDOSOS_REV_MANUAL_RESUELTOS;10;CARACT_PLAN_ESPECIAL;4;0;1;NO APLICA
DUDOSOS_REV_MANUAL_RESUELTOS;11;DURACION_ESTUDIOS;4;0;1;8
DUDOSOS_REV_MANUAL_RESUELTOS;12;DURACION_TITULACION;4;0;1;0
DUDOSOS_REV_MANUAL_RESUELTOS;13;DURACION_TOTAL;4;0;1;8
DUDOSOS_REV_MANUAL_RESUELTOS;14;COMUNA_SEDE;4;0;1;SANTIAGO
DUDOSOS_REV_MANUAL_RESUELTOS;15;PROVINCIA_SEDE;4;0;1;SANTIAGO
DUDOSOS_REV_MANUAL_RESUELTOS;16;REGION_SEDE;4;0;1;Metropolitana
DUDOSOS_REV_MANUAL_RESUELTOS;17;NIVEL_GLOBAL;4;0;1;1
DUDOSOS_REV_MANUAL_RESUELTOS;18;NIVEL_CARRERA;4;0;1;2
DUDOSOS_REV_MANUAL_RESUELTOS;19;VIGENCIA;4;0;1;1
DUDOSOS_REV_MANUAL_RESUELTOS;20;CODIGO_UNICO_FORMATO_VALIDO;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;21;CODIGO_IES_DERIVADO;4;0;1;162
DUDOSOS_REV_MANUAL_RESUELTOS;22;COD_SEDE_DERIVADO;4;0;1;2
DUDOSOS_REV_MANUAL_RESUELTOS;23;COD_CARRERA_DERIVADO;4;0;2;1 | 3
DUDOSOS_REV_MANUAL_RESUELTOS;24;JORNADA_DERIVADA;4;0;3;4 | 1 | 2
DUDOSOS_REV_MANUAL_RESUELTOS;25;VERSION_DERIVADA;4;0;1;1
DUDOSOS_REV_MANUAL_RESUELTOS;26;NOMBRE_CARRERA_NORMALIZADO;4;0;2;INGENIERIA EN INFORMATICA | INGENIERIA EN CONECTIVIDAD Y REDES
DUDOSOS_REV_MANUAL_RESUELTOS;27;NOMBRE_SEDE_NORMALIZADO;4;0;1;CASA CENTRAL SANTIAGO
DUDOSOS_REV_MANUAL_RESUELTOS;28;FUENTE_ARCHIVO;4;0;1;input/PROMEDIOSDEALUMNOS_7804.xlsx
DUDOSOS_REV_MANUAL_RESUELTOS;29;FUENTE_HOJA;4;0;1;matriz
DUDOSOS_REV_MANUAL_RESUELTOS;30;VALIDACION_COD_SEDE;4;0;1;OK
DUDOSOS_REV_MANUAL_RESUELTOS;31;CLAVE_AUXILIAR_NOMBRE_SEDE_JORNADA;4;0;4;INGENIERIA EN INFORMATICA|CASA CENTRAL SANTIAGO|4 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|1 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|2 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|4
DUDOSOS_REV_MANUAL_RESUELTOS;32;CLAVE_AUXILIAR_ESTRUCTURAL;4;0;4;INGENIERIA EN INFORMATICA|CASA CENTRAL SANTIAGO|3|4|1|8|1|2 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|1|1|1|8|1|2 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|1|2|1|8|1|2 | INGENIERIA EN CONECTIVIDAD Y REDES|CASA CENTRAL SANTIAGO|3|4|1|8|1|2
DUDOSOS_REV_MANUAL_RESUELTOS;33;ES_VIGENTE;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;34;ES_PREGRADO;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;35;ES_POSGRADO_POSTITULO_DIPLOMADO;4;0;1;NO
DUDOSOS_REV_MANUAL_RESUELTOS;36;ES_DIPLOMADO;4;0;1;NO
DUDOSOS_REV_MANUAL_RESUELTOS;37;ES_TECNICO;4;0;1;NO
DUDOSOS_REV_MANUAL_RESUELTOS;38;ES_PROFESIONAL;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;39;ES_PROGRAMA_ESPECIAL;4;0;1;NO
DUDOSOS_REV_MANUAL_RESUELTOS;40;ES_PROGRAMA_REGULAR;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;41;ALCANCE_INDICES_CREAR_PROGRAMA;4;0;1;SI
DUDOSOS_REV_MANUAL_RESUELTOS;42;MOTIVO_ALCANCE;4;0;1;VIGENTE_EN_MATRIZ
DUDOSOS_REV_MANUAL_RESUELTOS;43;NIVEL_BUCKET;4;0;1;PREGRADO
DUDOSOS_REV_MANUAL_RESUELTOS;44;TIPO_CARRERA_FORM;4;0;1;Profesional
DUDOSOS_REV_MANUAL_RESUELTOS;45;HORARIO_FORM;4;0;3;Otro | Diurno | Vespertino
DUDOSOS_REV_MANUAL_RESUELTOS;46;MODALIDAD_FORM;4;0;2;No presencial | Presencial
DUDOSOS_REV_MANUAL_RESUELTOS;47;TIPO_PROGRAMA_FORM;4;0;1;Programa Regular
DUDOSOS_REV_MANUAL_RESUELTOS;48;SEDE_PLATAFORMA;4;0;1;Santiago
DUDOSOS_REV_MANUAL_RESUELTOS;49;SEDE_PLATAFORMA_NORMALIZADA;4;0;1;SANTIAGO
DUDOSOS_REV_MANUAL_RESUELTOS;50;ESTADO_CRUCE_INDICES;4;0;1;DUDOSO_REVISAR_MANUAL
DUDOSOS_REV_MANUAL_RESUELTOS;51;MOTIVO_ESTADO_CRUCE;4;0;1;Coincidencia auxiliar fuerte sin coincidencia exacta por CODIGO_UNICO
DUDOSOS_REV_MANUAL_RESUELTOS;52;CODIGO_UNICO_MATCH;4;0;4;I162S2C46J4V2 | I162S2C3J1V2 | I162S2C3J2V4 | I162S2C3J4V2
DUDOSOS_REV_MANUAL_RESUELTOS;53;TIPO_MATCH;4;0;1;AUXILIAR_FUERTE
DUDOSOS_REV_MANUAL_RESUELTOS;54;CONFIANZA_MATCH;4;0;1;ALTA
DUDOSOS_REV_MANUAL_RESUELTOS;55;OBSERVACION_AUDITORIA;4;0;4;"Coincidencias auxiliares=1; Cod.Carr. existente=['38817']; Codigo SIES existente=['I162S2C46J4V2'] | Coincidencias auxiliares=1; Cod.Carr. existente=['6679']; Codigo SIES existente=['I162S2C3J1V2'] | Coincidencias auxiliares=1; Cod.Carr. existente=['6680']; Codigo SIES existente=['I162S2C3J2V4'] | Coincidencias auxiliares=1; Cod.Carr. existente=['38816']; Codigo SIES existente=['I162S2C3J4V2']"
DUDOSOS_REV_MANUAL_RESUELTOS;56;REQUIERE_CREACION_MANUAL;4;0;1;NO
DUDOSOS_REV_MANUAL_RESUELTOS;57;DICTAMEN_RECOMENDADO;4;0;2;MANTENER_EN_DUDOSOS_REVISAR_MANUAL | NO_CREAR_YA_CUBIERTO_POR_VERSION_POSTERIOR
DUDOSOS_REV_MANUAL_RESUELTOS;58;ACCION_EXCEL;4;0;2;crear hoja REQUIERE_DECISION_INSTITUCIONAL | crear hoja NO_CREAR_CUBIERTO
DUDOSOS_REV_MANUAL_RESUELTOS;59;MOTIVO_DICTAMEN;4;0;4;"Registro vigente de IP CIISA con version posterior estructural I162S2C1J4V2 bajo IP SAN SEBASTIAN. La cobertura historica no debe decidirse automaticamente dentro del universo actual de IP SAN SEBASTIAN. La referencia contiene I162S2C1J4V2 pero con descripcion 'Ingeniería en Informática (P.E.)' y tipo 'Programa Especial', mientras matriz lo documenta como 'INGENIERIA EN INFORMATICA' y tipo 'Programa Regular'. | Existe version posterior estructural I162S2C3J1V2 con mismo nombre, sede, jornada, modalidad, tipo plan, duracion, nivel global y nivel carrera; ademas dicha version posterior aparece en la referencia CNED/INDICES. | Existe version posterior estructural I162S2C3J2V4 con mismo nombre, sede, jornada, modalidad, tipo plan, duracion, nivel global y nivel carrera; ademas dicha version posterior aparece en la referencia CNED/INDICES. | Registro vigente de IP CIISA con version posterior estructural I162S2C3J4V2 bajo IP SAN SEBASTIAN. La cobertura historica no debe decidirse automaticamente dentro del universo actual de IP SAN SEBASTIAN."
DUDOSOS_REV_MANUAL_RESUELTOS;60;REQUIERE_DECISION_INSTITUCIONAL;4;0;2;SI | NO
DUDOSOS_REV_MANUAL_RESUELTOS;61;FUENTE_RESOLUCION;4;0;1;/Users/alexi/Documents/GitHub/avance_curricular/indices_2025/cned/resultados/CNED_RESOLUCION_DUDOSOS_4_CASOS_20260604_084306.xlsx
DUDOSOS_REV_MANUAL_RESUELTOS;62;FECHA_RESOLUCION;4;0;1;2026-06-04 09:15:47 -04
DUDOSOS_REV_MANUAL_ACTUALIZADO;1;CODIGO_IES_NUM;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;2;CODIGO_UNICO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;3;NOMBRE_IES;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;4;COD_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;5;NOMBRE_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;6;NOMBRE_CARRERA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;7;MODALIDAD;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;8;JORNADA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;9;TIPO_PLAN_CARRERA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;10;CARACT_PLAN_ESPECIAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;11;DURACION_ESTUDIOS;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;12;DURACION_TITULACION;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;13;DURACION_TOTAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;14;COMUNA_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;15;PROVINCIA_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;16;REGION_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;17;NIVEL_GLOBAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;18;NIVEL_CARRERA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;19;VIGENCIA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;20;CODIGO_UNICO_FORMATO_VALIDO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;21;CODIGO_IES_DERIVADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;22;COD_SEDE_DERIVADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;23;COD_CARRERA_DERIVADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;24;JORNADA_DERIVADA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;25;VERSION_DERIVADA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;26;NOMBRE_CARRERA_NORMALIZADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;27;NOMBRE_SEDE_NORMALIZADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;28;FUENTE_ARCHIVO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;29;FUENTE_HOJA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;30;VALIDACION_COD_SEDE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;31;CLAVE_AUXILIAR_NOMBRE_SEDE_JORNADA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;32;CLAVE_AUXILIAR_ESTRUCTURAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;33;ES_VIGENTE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;34;ES_PREGRADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;35;ES_POSGRADO_POSTITULO_DIPLOMADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;36;ES_DIPLOMADO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;37;ES_TECNICO;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;38;ES_PROFESIONAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;39;ES_PROGRAMA_ESPECIAL;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;40;ES_PROGRAMA_REGULAR;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;41;ALCANCE_INDICES_CREAR_PROGRAMA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;42;MOTIVO_ALCANCE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;43;NIVEL_BUCKET;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;44;TIPO_CARRERA_FORM;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;45;HORARIO_FORM;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;46;MODALIDAD_FORM;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;47;TIPO_PROGRAMA_FORM;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;48;SEDE_PLATAFORMA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;49;SEDE_PLATAFORMA_NORMALIZADA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;50;ESTADO_CRUCE_INDICES;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;51;MOTIVO_ESTADO_CRUCE;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;52;CODIGO_UNICO_MATCH;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;53;TIPO_MATCH;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;54;CONFIANZA_MATCH;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;55;OBSERVACION_AUDITORIA;0;0;0;
DUDOSOS_REV_MANUAL_ACTUALIZADO;56;REQUIERE_CREACION_MANUAL;0;0;0;
DICCIONARIO_OFERTA_2026;1;COD_SEDE;124;0;2;2 | 3
DICCIONARIO_OFERTA_2026;2;NOMBRE_SEDE;124;0;2;CASA CENTRAL (SANTIAGO) | SEDE CONCEPCION
DICCIONARIO_OFERTA_2026;3;COD_CARRERA;124;0;57;1 | 2 | 3 | 6 | 10
DICCIONARIO_OFERTA_2026;4;NOMBRE_CARRERA;124;0;57;INGENIERIA EN INFORMATICA | TECNICO EN PROGRAMACION COMPUTACIONAL | INGENIERIA EN CONECTIVIDAD Y REDES | TECNICO EN CONECTIVIDAD Y REDES | TECNICO EN PREVENCION DE RIESGOS
DICCIONARIO_OFERTA_2026;5;MODALIDAD;124;0;3;1 | 3 | 2
DICCIONARIO_OFERTA_2026;6;COD_JORNADA;124;0;4;1 | 2 | 4 | 3
DICCIONARIO_OFERTA_2026;7;VERSION;124;0;4;1 | 2 | 3 | 4
DICCIONARIO_OFERTA_2026;8;COD_TIPO_PLAN_CARRERA;124;0;2;1 | 3
DICCIONARIO_OFERTA_2026;9;CARACTERISTICAS_TIPO_PLAN;124;0;1;NO APLICA
DICCIONARIO_OFERTA_2026;10;DURACION_ESTUDIOS;124;0;6;8 | 5 | 4 | 6 | 2
DICCIONARIO_OFERTA_2026;11;DURACION_TITULACION;124;0;1;0
DICCIONARIO_OFERTA_2026;12;DURACION_TOTAL;124;0;6;8 | 5 | 4 | 6 | 2
DICCIONARIO_OFERTA_2026;13;REGIMEN;124;0;2;1 | 2
DICCIONARIO_OFERTA_2026;14;DURACION_REGIMEN;124;0;8;8 | 5 | 4 | 7 | 6
DICCIONARIO_OFERTA_2026;15;NOMBRE_TITULO;124;0;57;INGENIERO EN INFORMATICA | TECNICO EN PROGRAMACION COMPUTACIONAL | INGENIERO EN CONECTIVIDAD Y REDES | TECNICO EN CONECTIVIDAD Y REDES | TECNICO EN PREVENCION DE RIESGOS
DICCIONARIO_OFERTA_2026;16;COD_NIVEL_GLOBAL;124;0;2;1 | 3
DICCIONARIO_OFERTA_2026;17;COD_NIVEL_CARRERA;124;0;3;2 | 1 | 5
DICCIONARIO_OFERTA_2026;18;ANIO_INICIO;124;0;15;1990 | 2019 | 1992 | 2017 | 2002
DICCIONARIO_OFERTA_2026;19;ACREDITACION;124;0;1;2
DICCIONARIO_OFERTA_2026;20;REQUISITO_INGRESO;124;0;2;1 | 2
DICCIONARIO_OFERTA_2026;21;SEMESTRES_RECONOCIDOS;124;0;3;0 | 5 | 4
DICCIONARIO_OFERTA_2026;22;AREA_ACTUAL;124;0;7;10 | 9 | 7 | 6 | 1
DICCIONARIO_OFERTA_2026;23;AREA_ADMIN_DERECHO;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;24;AREA_AGRI_SILVI_PESCA_VET;124;0;1;0
DICCIONARIO_OFERTA_2026;25;AREA_ARTES_HUMANIDADES;124;0;1;0
DICCIONARIO_OFERTA_2026;26;AREA_CIENCIAS_NAT_MAT_ESTAD;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;27;AREA_CS_SOCIAL_PERIODISMO_INFO;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;28;AREA_EDUCACION;124;0;1;0
DICCIONARIO_OFERTA_2026;29;AREA_INGE_INDUSTRIA_CONSTRUC;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;30;AREA_SALUD_BIENESTAR;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;31;AREA_SERVICIOS;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;32;AREA_TECNO_INFO_COMUNICA;124;0;2;0 | 1
DICCIONARIO_OFERTA_2026;33;VACANTES_PRIMER_SEMESTRE;124;0;18;0 | 30 | 130 | 100 | 60
DICCIONARIO_OFERTA_2026;34;VACANTES_SEGUNDO_SEMESTRE;124;0;6;0 | 60 | 65 | 50 | 25
DICCIONARIO_OFERTA_2026;35;FECHA_ADMISION_INICIAL;124;124;1;
DICCIONARIO_OFERTA_2026;36;MALLA_CURRICULAR;124;124;1;
DICCIONARIO_OFERTA_2026;37;PERFIL_EGRESO;124;124;1;
DICCIONARIO_OFERTA_2026;38;TEXTO_REQUISITO_INGRESO;124;124;1;
DICCIONARIO_OFERTA_2026;39;LICENCIA_ENS_MEDIA;124;124;1;
DICCIONARIO_OFERTA_2026;40;NOTAS_ENS_MEDIA;124;124;1;
DICCIONARIO_OFERTA_2026;41;PROMEDIO_MIN_ENS_MEDIA;124;124;1;
DICCIONARIO_OFERTA_2026;42;RECONOCIMIENTOS_APREN_PREVIOS;124;124;1;
DICCIONARIO_OFERTA_2026;43;EXPERIENCIA_LABORAL;124;124;1;
DICCIONARIO_OFERTA_2026;44;OTROS_REQUISITOS;124;124;1;
DICCIONARIO_OFERTA_2026;45;MAIL_DIFUSION_CARRERA;124;124;1;
DICCIONARIO_OFERTA_2026;46;FORMATO_VALOR;124;124;1;
DICCIONARIO_OFERTA_2026;47;VALOR_MATRICULA_ANUAL;124;124;1;
DICCIONARIO_OFERTA_2026;48;COSTO_TITULACION;124;124;1;
DICCIONARIO_OFERTA_2026;49;VALOR_CERTIFICADO_DIPLOMA;124;124;1;
DICCIONARIO_OFERTA_2026;50;ARANCEL_ANUAL;124;124;1;
DICCIONARIO_OFERTA_2026;51;VIGENCIA_CARRERA;124;124;1;
DICCIONARIO_OFERTA_2026;52;CODIGO_UNICO_DERIVADO;124;0;124;I162S2C1J1V1 | I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3
DICCIONARIO_OFERTA_2026;53;KEY_EXACTA_CODIGO_UNICO;124;0;124;I162S2C1J1V1 | I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3
DICCIONARIO_OFERTA_2026;54;KEY_ESTRUCTURAL;124;0;124;2|1|1|1 | 2|1|1|2 | 2|1|2|1 | 2|1|2|2 | 2|1|2|3
DICCIONARIO_OFERTA_2026;55;NOMBRE_CARRERA_NORMALIZADO;124;0;57;INGENIERIA EN INFORMATICA | TECNICO EN PROGRAMACION COMPUTACIONAL | INGENIERIA EN CONECTIVIDAD Y REDES | TECNICO EN CONECTIVIDAD Y REDES | TECNICO EN PREVENCION DE RIESGOS
DICCIONARIO_OFERTA_2026;56;NOMBRE_SEDE_NORMALIZADO;124;0;2;CASA CENTRAL SANTIAGO | SEDE CONCEPCION
DICCIONARIO_OFERTA_2026;57;KEY_NOMBRE_SEDE_JORNADA;124;0;91;INGENIERIA EN INFORMATICA|CASA CENTRAL SANTIAGO|1 | INGENIERIA EN INFORMATICA|CASA CENTRAL SANTIAGO|2 | INGENIERIA EN INFORMATICA|CASA CENTRAL SANTIAGO|4 | TECNICO EN PROGRAMACION COMPUTACIONAL|CASA CENTRAL SANTIAGO|1 | TECNICO EN PROGRAMACION COMPUTACIONAL|CASA CENTRAL SANTIAGO|4
DICCIONARIO_OFERTA_2026;58;KEY_NOMBRE_MODALIDAD_JORNADA_TIPO_DURACION;124;0;109;INGENIERIA EN INFORMATICA|1|1|1|8|1|2 | INGENIERIA EN INFORMATICA|1|2|1|8|1|2 | INGENIERIA EN INFORMATICA|1|2|3|5|1|2 | INGENIERIA EN INFORMATICA|1|2|3|4|1|2 | INGENIERIA EN INFORMATICA|3|4|1|8|1|2
DICCIONARIO_OFERTA_2026;59;VALIDACION_CODIGO_UNICO_DERIVADO;124;0;1;OK
DICCIONARIO_OFERTA_2026;60;VALIDACION_DUPLICADO_CODIGO_UNICO_DERIVADO;124;0;1;OK
DICCIONARIO_OFERTA_2026;61;VALIDACION_COLUMNAS_A_AH_COMPLETAS;124;0;1;OK
DICCIONARIO_OFERTA_2026;62;VALIDACION_COLUMNAS_AI_AY_VACIAS_O_REVISAR;124;0;1;OK
DICCIONARIO_OFERTA_2026;63;OBSERVACION_DICCIONARIO;124;123;2; | POSIBLE_ERROR_ORTOGRAFICO_CONSERVADO_SIN_CORREGIR
MATCH_PROGRAMAS_VS_DICCIONARIO;1;HOJA_ORIGEN;71;0;1;PROGRAMAS_FALTANTES_PARA_CREAR
MATCH_PROGRAMAS_VS_DICCIONARIO;2;ROW_ORIGEN;71;0;71;2 | 3 | 4 | 5 | 6
MATCH_PROGRAMAS_VS_DICCIONARIO;3;CODIGO_UNICO;71;0;71;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
MATCH_PROGRAMAS_VS_DICCIONARIO;4;MATCH_STATUS;71;0;2;MATCH_UNICO | SIN_MATCH
MATCH_PROGRAMAS_VS_DICCIONARIO;5;MATCH_METHOD;71;0;2;P1_CODIGO_UNICO_EXACTO | SIN_MATCH
MATCH_PROGRAMAS_VS_DICCIONARIO;6;MATCH_KEY;71;0;66;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
MATCH_PROGRAMAS_VS_DICCIONARIO;7;MATCH_COUNT;71;0;2;1 | 0
MATCH_PROGRAMAS_VS_DICCIONARIO;8;MATCH_CODIGO_UNICO_DERIVADO;71;11;61;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
AUDITORIA_COMPLETITUD;1;CAMPO;37;0;37;ANIO_INICIO | REGIMEN | DURACION_REGIMEN | NOMBRE_TITULO | ACREDITACION
AUDITORIA_COMPLETITUD;2;TIPO;37;0;2;AUTO_DESDE_DICCIONARIO | NO_AUTO_REQUIERE_REVISION
AUDITORIA_COMPLETITUD;3;COMPLETADOS;37;0;2;60 | 0
AUDITORIA_COMPLETITUD;4;REVISAR_O_VACIO;37;0;2;11 | 71
AUDITORIA_79_REGISTROS;1;HOJA_ORIGEN;79;0;4;PROGRAMAS_FALTANTES_PARA_CREAR | NO_CREAR_CUBIERTO | REQUIERE_DECISION_INSTITUCIONAL | DUDOSOS_REV_MANUAL_RESUELTOS
AUDITORIA_79_REGISTROS;2;ROW_ORIGEN;79;0;71;2 | 3 | 4 | 5 | 6
AUDITORIA_79_REGISTROS;3;CODIGO_UNICO;79;0;75;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
AUDITORIA_79_REGISTROS;4;MATCH_STATUS;79;0;3;MATCH_UNICO | SIN_MATCH | MATCH_AMBIGUO
AUDITORIA_79_REGISTROS;5;MATCH_METHOD;79;0;3;P1_CODIGO_UNICO_EXACTO | SIN_MATCH | P4_NOMBRE_SEDE_JORNADA
AUDITORIA_79_REGISTROS;6;MATCH_KEY;79;0;70;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
AUDITORIA_79_REGISTROS;7;MATCH_COUNT;79;0;3;1 | 0 | 2
AUDITORIA_79_REGISTROS;8;MATCH_CODIGO_UNICO_DERIVADO;79;11;65;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1
CONTROL_TECNICO;1;FECHA_GENERACION;1;0;1;2026-06-04 10:46:14
CONTROL_TECNICO;2;ARCHIVO_OPERATIVO_SEGURO;1;0;1;/Users/alexi/Desktop/CNED_PROGRAMAS_FALTANTES_PARA_CREAR_INDICES_RESUELTO_LIMPIO.xlsx
CONTROL_TECNICO;3;ARCHIVO_PROBLEMATICO_NO_USADO;1;0;1;/Users/alexi/Desktop/CNED_PROGRAMAS_FALTANTES_PARA_CREAR_INDICES_RESUELTO.xlsx
CONTROL_TECNICO;4;DICCIONARIO_TSV;1;0;1;/Users/alexi/Documents/GitHub/avance_curricular/indices_2025/cned/resultados/OFERTA_ACADEMICA_2026_DICCIONARIO_CON_ENCABEZADOS.tsv
CONTROL_TECNICO;5;DICCIONARIO_XLSX;1;0;1;/Users/alexi/Documents/GitHub/avance_curricular/indices_2025/cned/resultados/OFERTA_ACADEMICA_2026_DICCIONARIO_CON_ENCABEZADOS.xlsx
CONTROL_TECNICO;6;EXCEL_FINAL_RESULTADOS;1;0;1;/Users/alexi/Documents/GitHub/avance_curricular/indices_2025/cned/resultados/CNED_PROGRAMAS_FALTANTES_PARA_CREAR_INDICES_RESUELTO_LIMPIO_CON_DICCIONARIO_20260604_104613.xlsx
CONTROL_TECNICO;7;EXCEL_FINAL_ESCRITORIO;1;0;1;/Users/alexi/Desktop/CNED_PROGRAMAS_FALTANTES_PARA_CREAR_INDICES_RESUELTO_LIMPIO_CON_DICCIONARIO.xlsx
CONTROL_TECNICO;8;CSV_CARGA_SIN_ENCABEZADOS;1;0;1;NO_GENERADO_REQUIERE_CONFIRMACION_COD_CARRERA_EN_BLANCO_PARA_CARGA_NUEVA_TP
CONTROL_TECNICO;9;HASH_OPERATIVO_ANTES;1;0;1;ed363f3e1626b3c1d3a2138ef5eb8580738f687a41fa7b796feae5f61187969b
CONTROL_TECNICO;10;TOTAL_DICCIONARIO_FILAS;1;0;1;124
CONTROL_TECNICO;11;PROGRAMAS_FALTANTES_PARA_CREAR;1;0;1;71
CONTROL_TECNICO;12;NO_CREAR_CUBIERTO;1;0;1;2
CONTROL_TECNICO;13;REQUIERE_DECISION_INSTITUCIONAL;1;0;1;2
