CODIGO_UNICO,NOMBRE_CARRERA,COD_SEDE,COD_CARRERA,JORNADA,VERSION,MATCH_STATUS_FINAL,MATCH_METHOD_FINAL,MATCH_COUNT_FINAL,MATCH_CODIGO_UNICO_DERIVADO,MATCH_FUENTE,MATCH_OBSERVACION,PUEDE_COMPLETAR_ANIO_INICIO,FUENTE_ANIO_INICIO,VALOR_ANIO_INICIO,PUEDE_COMPLETAR_REGIMEN,FUENTE_REGIMEN,VALOR_REGIMEN,PUEDE_COMPLETAR_DURACION_REGIMEN,FUENTE_DURACION_REGIMEN,VALOR_DURACION_REGIMEN,PUEDE_COMPLETAR_NOMBRE_TITULO,FUENTE_NOMBRE_TITULO,VALOR_NOMBRE_TITULO,PUEDE_COMPLETAR_AREA_ACTUAL,FUENTE_AREA_ACTUAL,VALOR_AREA_ACTUAL,PUEDE_COMPLETAR_SUB_AREA,FUENTE_SUB_AREA,VALOR_SUB_AREA,PUEDE_COMPLETAR_CARRERA_GENERICA,FUENTE_CARRERA_GENERICA,VALOR_CARRERA_GENERICA,PUEDE_COMPLETAR_REQUISITO_INGRESO,FUENTE_REQUISITO_INGRESO,VALOR_REQUISITO_INGRESO,CAMPOS_AUTO_COMPLETABLES,CAMPOS_NO_AUTO,CAMPOS_SIN_FUENTE,CAMPOS_CON_CONFLICTO,DICTAMEN_METODOLOGICO
I162S2C124J4V2,INGENIERIA EN PREVENCION DE RIESGOS,2,124,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C124J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2026,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,AUTO_COMPLETABLE,DICCIONARIO,6,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN PREVENCION DE RIESGOS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,9,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C125J4V1,INGENIERIA EN SEGURIDAD PRIVADA,2,125,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C125J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2026,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,AUTO_COMPLETABLE,DICCIONARIO,12,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN SEGURIDAD PRIVADA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,9,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C125J4V2,INGENIERIA EN SEGURIDAD PRIVADA,2,125,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C125J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2026,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,AUTO_COMPLETABLE,DICCIONARIO,6,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN SEGURIDAD PRIVADA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,9,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C13J1V1,SOPORTE DE SERVICIOS DE TELECOMUNICACIONES,2,13,1,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C13J1V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C13J2V1,SOPORTE DE SERVICIOS DE TELECOMUNICACIONES,2,13,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C13J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C1J2V2,INGENIERIA EN INFORMATICA,2,1,2,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C1J2V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,1992,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN INFORMATICA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C1J4V3,INGENIERIA EN INFORMATICA,2,1,4,3,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C1J4V3,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN INFORMATICA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C21J1V1,INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,2,21,1,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C21J1V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C21J2V1,INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,2,21,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C21J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C23J1V1,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS,2,23,1,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C23J1V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C23J2V1,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS,2,23,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C23J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C24J1V1,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,2,24,1,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C24J1V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C24J2V1,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,2,24,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C24J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C2J1V2,TECNICO EN PROGRAMACION COMPUTACIONAL,2,2,1,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C2J1V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN PROGRAMACION COMPUTACIONAL,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C2J2V2,TECNICO EN PROGRAMACION COMPUTACIONAL,2,2,2,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C2J2V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN PROGRAMACION COMPUTACIONAL,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C2J4V2,TECNICO EN PROGRAMACION COMPUTACIONAL,2,2,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C2J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN PROGRAMACION COMPUTACIONAL,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C35J1V2,TECNICO EN ANALISIS DE SISTEMAS,2,35,1,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C35J1V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,6,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN ANALISIS DE SISTEMAS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C35J2V2,TECNICO EN ANALISIS DE SISTEMAS,2,35,2,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C35J2V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,6,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN ANALISIS DE SISTEMAS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C35J4V2,TECNICO EN ANALISIS DE SISTEMAS,2,35,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C35J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,6,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN ANALISIS DE SISTEMAS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C3J2V2,INGENIERIA EN CONECTIVIDAD Y REDES,2,3,2,2,MATCH_AMBIGUO,R4_NOMBRE_SEDE_JORNADA,3,I162S2C3J2V1|I162S2C3J2V3|I162S2C3J2V4,DICCIONARIO_COMPLEMENTADO_MULTIPLE,Múltiples candidatos; no completar automáticamente.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,PENDIENTE_MATCH_AMBIGUO_EXPLICADO
I162S2C40J2V1,DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL,2,40,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C40J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2017,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,2,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,6,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
