CODIGO_UNICO,NOMBRE_CARRERA,COD_SEDE,COD_CARRERA,JORNADA,VERSION,MATCH_STATUS_FINAL,MATCH_METHOD_FINAL,MATCH_COUNT_FINAL,MATCH_CODIGO_UNICO_DERIVADO,MATCH_FUENTE,MATCH_OBSERVACION,PUEDE_COMPLETAR_ANIO_INICIO,FUENTE_ANIO_INICIO,VALOR_ANIO_INICIO,PUEDE_COMPLETAR_REGIMEN,FUENTE_REGIMEN,VALOR_REGIMEN,PUEDE_COMPLETAR_DURACION_REGIMEN,FUENTE_DURACION_REGIMEN,VALOR_DURACION_REGIMEN,PUEDE_COMPLETAR_NOMBRE_TITULO,FUENTE_NOMBRE_TITULO,VALOR_NOMBRE_TITULO,PUEDE_COMPLETAR_AREA_ACTUAL,FUENTE_AREA_ACTUAL,VALOR_AREA_ACTUAL,PUEDE_COMPLETAR_SUB_AREA,FUENTE_SUB_AREA,VALOR_SUB_AREA,PUEDE_COMPLETAR_CARRERA_GENERICA,FUENTE_CARRERA_GENERICA,VALOR_CARRERA_GENERICA,PUEDE_COMPLETAR_REQUISITO_INGRESO,FUENTE_REQUISITO_INGRESO,VALOR_REQUISITO_INGRESO,CAMPOS_AUTO_COMPLETABLES,CAMPOS_NO_AUTO,CAMPOS_SIN_FUENTE,CAMPOS_CON_CONFLICTO,DICTAMEN_METODOLOGICO
I162S2C41J2V1,DIPLOMADO EN GESTION DE PROYECTOS,2,41,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C41J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,NO_AUTO_REQUIERE_CRITERIO,SIN_FUENTE,,Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Duración del programa en Semestres,Año de inicio de Actividades; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Ingreso Directo; AREA_ACTUAL,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C53J3V1,DIPLOMADO EN CIBERSEGURIDAD APLICADA,2,53,3,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C53J3V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN CIBERSEGURIDAD APLICADA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,2,63,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C63J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN ARQUITECTURA CLOUD,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C64J4V1,DIPLOMADO EN BACKEND,2,64,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C64J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN BACKEND,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C65J4V1,DIPLOMADO EN FRONTEND,2,65,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C65J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN FRONTEND,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C66J4V1,DIPLOMADO EN FULLSTACK,2,66,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C66J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN FULLSTACK,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C67J4V1,DIPLOMADO EN QUALITY ASSURANCE,2,67,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C67J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN QUALITY ASSURANCE,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C68J4V1,DIPLOMADO EN SEGURIDAD OFENSIVA,2,68,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C68J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO EN SEGURIDAD OFENSIVA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,9,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C69J4V1,DIPLOMADO INFRAESTRUCTURA CLOUD,2,69,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C69J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO INFRAESTRUCTURA CLOUD,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C6J1V1,TECNICO EN CONECTIVIDAD Y REDES,2,6,1,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C6J1V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2002,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN CONECTIVIDAD Y REDES,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C6J2V1,TECNICO EN CONECTIVIDAD Y REDES,2,6,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C6J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2002,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN CONECTIVIDAD Y REDES,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C6J4V1,TECNICO EN CONECTIVIDAD Y REDES,2,6,4,1,MATCH_UNICO,R3_ESTRUCTURAL_FUERTE,1,I162S2C6J4V2,DICCIONARIO_COMPLEMENTADO,"Match no directo usando estructura/nombre; candidato trazable, pero no aplicar automáticamente si cambia CODIGO_UNICO sin criterio.",AUTO_COMPLETABLE,DICCIONARIO,2019,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,5,AUTO_COMPLETABLE,DICCIONARIO,TECNICO EN CONECTIVIDAD Y REDES,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_NO_DIRECTO_REQUIERE_CRITERIO_NO_APLICAR_AUTOMATICO
I162S2C70J4V1,DIPLOMADO REDES INDUSTRIALES,2,70,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C70J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO REDES INDUSTRIALES,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,7,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C71J4V1,DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES,2,71,4,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C71J4V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2023,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,10,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C76J4V2,INGENIERIA EN ADMINISTRACION DE EMPRESAS,2,76,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C76J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2024,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN ADMINISTRACION DE EMPRESAS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C77J4V2,INGENIERIA EN LOGISTICA,2,77,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C77J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2024,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN LOGISTICA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C83J4V2,ADMINISTRACION PUBLICA,2,83,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C83J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2025,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,ADMINISTRADOR PUBLICO,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C86J4V2,AUDITORIA,2,86,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C86J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2025,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,CONTADOR AUDITOR,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C87J4V2,INGENIERIA INDUSTRIAL,2,87,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C87J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2026,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,AUTO_COMPLETABLE,DICCIONARIO,12,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO INDUSTRIAL,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,7,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C88J4V2,INGENIERIA EN CIENCIA DE DATOS,2,88,4,2,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C88J4V2,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2025,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,INGENIERO EN CIENCIA DE DATOS,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,4,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
I162S2C90J2V1,NATUROPATIA,2,90,2,1,MATCH_UNICO,R1_CODIGO_UNICO_DERIVADO,1,I162S2C90J2V1,DICCIONARIO_COMPLEMENTADO,Match directo exacto por código/componentes. Apto como regla primaria de conciliación.,AUTO_COMPLETABLE,DICCIONARIO,2025,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,1,AUTO_COMPLETABLE,DICCIONARIO,4,AUTO_COMPLETABLE,DICCIONARIO,NATUROPATA,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,8,SIN_FUENTE,SIN_FUENTE,,SIN_FUENTE,SIN_FUENTE,,AUTO_COMPLETABLE_CON_MAPEO,DICCIONARIO,2,Año de inicio de Actividades; Campus; Horario; Tipo Programa; Detalle del Tipo de Programa (especiales); Modalidad del Programa; Área del Conocimiento; Título que otorga el programa; Régimen; Duración régimen; Duración del programa en Semestres; Ingreso Directo; AREA_ACTUAL,,Sub Área; Carrera Genérica; Grado Académico que otorga el programa; Dependencia; Ingreso desde un plan Común; Ingreso desde Bachillerato; Otro Tipo de Ingreso; Ingreso otro,,MATCH_DIRECTO_APTO_METODOLOGICAMENTE
