CODIGO_UNICO,COLUMNA,VALOR_BASE_ANTES,VALOR_ACTUAL_AUDITORIA,VALOR_PROPUESTO,ACCION_METODOLOGICA,ACCION_APLICADA,VALOR_DESPUES,CAMBIO_REAL,FUENTE_VALOR_PROPUESTO,REGLA_MATCH,CONFIANZA,MOTIVO,VALIDACION_ESPECIAL,VALOR_BASE_COINCIDE_CON_AUDITORIA
I162S2C101J4V1,CODIGO_UNICO,I162S2C101J4V1,I162S2C101J4V1,I162S2C101J4V1,MANTENER,MANTENER,I162S2C101J4V1,NO,PROMEDIOS_MATRIZ.CODIGO_UNICO,CODIGO_EXACTO_MATRIZ,ALTA,Identificador exacto del programa en matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,CODIGO_IES_NUM,162,162,162,MANTENER,MANTENER,162,NO,PROMEDIOS_MATRIZ.CODIGO_IES_NUM,CODIGO_EXACTO_MATRIZ,ALTA,Código IES desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,COD_SEDE,2,2,2,MANTENER,MANTENER,2,NO,PROMEDIOS_MATRIZ.COD_SEDE,CODIGO_EXACTO_MATRIZ,ALTA,Sede desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,COD_CARRERA_DERIVADO,101,101,101,MANTENER,MANTENER,101,NO,CODIGO_UNICO_PARSEADO,PARSEO_CODIGO_UNICO,ALTA,Código carrera derivado desde CODIGO_UNICO.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,JORNADA,4,4,4,MANTENER,MANTENER,4,NO,PROMEDIOS_MATRIZ.JORNADA,CODIGO_EXACTO_MATRIZ,ALTA,Jornada desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,VERSION_DERIVADA,1,1,1,MANTENER,MANTENER,1,NO,CODIGO_UNICO_PARSEADO,PARSEO_CODIGO_UNICO,ALTA,Versión derivada desde CODIGO_UNICO.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NOMBRE_CARRERA_ORIGINAL,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,MANTENER,MANTENER,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nombre carrera desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NOMBRE_CARRERA_NORMALIZADO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,MANTENER,MANTENER,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,NORMALIZACION,ALTA,Nombre normalizado desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,MODALIDAD_ORIGINAL,3,3,3,MANTENER,MANTENER,3,NO,PROMEDIOS_MATRIZ.MODALIDAD,CODIGO_EXACTO_MATRIZ,ALTA,Modalidad desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,TIPO_PLAN_CARRERA_ORIGINAL,1,1,1,MANTENER,MANTENER,1,NO,PROMEDIOS_MATRIZ.TIPO_PLAN_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Tipo plan desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,CARACT_PLAN_ESPECIAL_ORIGINAL,NO APLICA,NO APLICA,NO APLICA,MANTENER,MANTENER,NO APLICA,NO,PROMEDIOS_MATRIZ.CARACT_PLAN_ESPECIAL,CODIGO_EXACTO_MATRIZ,ALTA,Característica de plan desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NIVEL_GLOBAL,3,3,3,MANTENER,MANTENER,3,NO,PROMEDIOS_MATRIZ.NIVEL_GLOBAL,CODIGO_EXACTO_MATRIZ,ALTA,Nivel global desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NIVEL_CARRERA,5,5,5,MANTENER,MANTENER,5,NO,PROMEDIOS_MATRIZ.NIVEL_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nivel carrera desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,VIGENCIA,1,1,1,MANTENER,MANTENER,1,NO,PROMEDIOS_MATRIZ.VIGENCIA,CODIGO_EXACTO_MATRIZ,ALTA,Vigencia interna desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,ESTADO_CRUCE_INDICES,FALTA_CREAR_EN_INDICES,FALTA_CREAR_EN_INDICES,FALTA_CREAR_EN_INDICES,MANTENER,MANTENER,FALTA_CREAR_EN_INDICES,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,MOTIVO_ESTADO_CRUCE,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,MANTENER,MANTENER,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,FUENTE,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,MANTENER,MANTENER,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,REVISADO_MANUALMENTE,NO,NO,NO,MANTENER,MANTENER,NO,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,OBSERVACION_AUDITORIA,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,MANTENER,MANTENER,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Sede,Santiago,Santiago,Santiago,MANTENER,MANTENER,Santiago,NO,MAPEO_LOCAL_COD_SEDE_VALIDADO_EN_OPERATIVO,MAPEO_COD_SEDE_A_SEDE,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Tipo de Carrera,Diplomado,Diplomado,Diplomado,MANTENER,MANTENER,Diplomado,NO,MAPEO_LOCAL_NIVEL_CARRERA,MAPEO_NIVEL_CARRERA,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Nombre,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,MANTENER,MANTENER,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nombre de formulario desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Mención o Especialidad,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Año de inicio de Actividades,REVISAR,REVISAR,2025,COMPLETAR,COMPLETAR,2025,SI,DICCIONARIO_COMPLEMENTADO.ANIO_INICIO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Año de inicio disponible en diccionario con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Campus,República,República,República,MANTENER,MANTENER,República,NO,MAPEO_LOCAL_COD_SEDE_A_CAMPUS,MAPEO_REQUIERE_VALIDACION,MEDIA,Campus solo mapeado para sede 2; sede 3 queda REVISAR.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Horario,Otro,Otro,Otro,MANTENER,MANTENER,Otro,NO,MAPEO_LOCAL_JORNADA,MAPEO_JORNADA_A_HORARIO,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Estado,Programa o Carrera Nueva(o),Programa o Carrera Nueva(o),Programa o Carrera Nueva(o),MANTENER,MANTENER,Programa o Carrera Nueva(o),NO,REGLA_OPERACIONAL_CREAR_FALTANTE,CONSTANTE_CONTROLADA,ALTA,Todos los 71 son programas faltantes a crear.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Tipo Programa,Programa Regular,Programa Regular,Programa Regular,MANTENER,MANTENER,Programa Regular,NO,MAPEO_LOCAL_TIPO_PLAN_CARRERA,MAPEO_TIPO_PLAN_A_TIPO_PROGRAMA,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Detalle del Tipo de Programa (especiales),No aplica,No aplica,No aplica,MANTENER,MANTENER,No aplica,NO,PROMEDIOS_MATRIZ.TIPO_PLAN_CARRERA,REGLA_REGULAR_NO_APLICA,ALTA,Programa regular no requiere detalle especial.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Modalidad del Programa,No presencial,No presencial,No presencial,MANTENER,MANTENER,No presencial,NO,MAPEO_LOCAL_MODALIDAD,MAPEO_MODALIDAD_A_FORMULARIO,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Área del Conocimiento,REVISAR,REVISAR,CODIGO_AREA_ACTUAL=8,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.AREA_ACTUAL,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de área, pero falta tabla oficial de equivalencia textual.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Sub Área,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Carrera Genérica,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Título que otorga el programa,REVISAR,REVISAR,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,COMPLETAR,COMPLETAR,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,SI,DICCIONARIO_COMPLEMENTADO.NOMBRE_TITULO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Título disponible en diccionario con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Grado Académico que otorga el programa,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Dependencia,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Régimen,REVISAR,REVISAR,CODIGO_REGIMEN=1,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de régimen, pero falta tabla oficial para etiqueta de formulario.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Duración del programa en Semestres,1,1,1,MANTENER,MANTENER,1,NO,PROMEDIOS_MATRIZ.DURACION_TOTAL,CODIGO_EXACTO_MATRIZ,ALTA,Duración total en semestres desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Ingreso Directo,REVISAR,REVISAR,CODIGO_REQUISITO_INGRESO=2,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.REQUISITO_INGRESO,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de requisito, pero falta tabla oficial/semántica para campo de formulario.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Ingreso desde un plan Común,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Ingreso desde Bachillerato,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Otro Tipo de Ingreso,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Ingreso otro,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,Observaciones,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,MANTENER,MANTENER,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,ANIO_INICIO,2025,2025,2025,MANTENER,MANTENER,2025,NO,DICCIONARIO_COMPLEMENTADO.ANIO_INICIO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico ANIO_INICIO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,REGIMEN,1,1,1,MANTENER,MANTENER,1,NO,DICCIONARIO_COMPLEMENTADO.REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico REGIMEN disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,DURACION_REGIMEN,1,1,1,MANTENER,MANTENER,1,NO,DICCIONARIO_COMPLEMENTADO.DURACION_REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico DURACION_REGIMEN disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NOMBRE_TITULO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,MANTENER,MANTENER,DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO,NO,DICCIONARIO_COMPLEMENTADO.NOMBRE_TITULO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico NOMBRE_TITULO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,ACREDITACION,2,2,2,MANTENER,MANTENER,2,NO,DICCIONARIO_COMPLEMENTADO.ACREDITACION,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico ACREDITACION disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,REQUISITO_INGRESO,2,2,2,MANTENER,MANTENER,2,NO,DICCIONARIO_COMPLEMENTADO.REQUISITO_INGRESO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico REQUISITO_INGRESO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,SEMESTRES_RECONOCIDOS,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.SEMESTRES_RECONOCIDOS,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico SEMESTRES_RECONOCIDOS disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_ACTUAL,8,8,8,MANTENER,MANTENER,8,NO,DICCIONARIO_COMPLEMENTADO.AREA_ACTUAL,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ACTUAL disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_ADMIN_DERECHO,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_ADMIN_DERECHO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ADMIN_DERECHO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_AGRI_SILVI_PESCA_VET,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_AGRI_SILVI_PESCA_VET,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_AGRI_SILVI_PESCA_VET disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_ARTES_HUMANIDADES,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_ARTES_HUMANIDADES,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ARTES_HUMANIDADES disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_CIENCIAS_NAT_MAT_ESTAD,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_CIENCIAS_NAT_MAT_ESTAD,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_CIENCIAS_NAT_MAT_ESTAD disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_CS_SOCIAL_PERIODISMO_INFO,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_CS_SOCIAL_PERIODISMO_INFO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_CS_SOCIAL_PERIODISMO_INFO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_EDUCACION,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_EDUCACION,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_EDUCACION disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_INGE_INDUSTRIA_CONSTRUC,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_INGE_INDUSTRIA_CONSTRUC,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_INGE_INDUSTRIA_CONSTRUC disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_SALUD_BIENESTAR,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_SALUD_BIENESTAR,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_SALUD_BIENESTAR disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_SERVICIOS,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_SERVICIOS,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_SERVICIOS disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,AREA_TECNO_INFO_COMUNICA,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_TECNO_INFO_COMUNICA,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_TECNO_INFO_COMUNICA disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,VACANTES_PRIMER_SEMESTRE,25,25,25,MANTENER,MANTENER,25,NO,DICCIONARIO_COMPLEMENTADO.VACANTES_PRIMER_SEMESTRE,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico VACANTES_PRIMER_SEMESTRE disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,VACANTES_SEGUNDO_SEMESTRE,25,25,25,MANTENER,MANTENER,25,NO,DICCIONARIO_COMPLEMENTADO.VACANTES_SEGUNDO_SEMESTRE,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico VACANTES_SEGUNDO_SEMESTRE disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,FECHA_ADMISION_INICIAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,MALLA_CURRICULAR,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,PERFIL_EGRESO,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,TEXTO_REQUISITO_INGRESO,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,LICENCIA_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,NOTAS_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,PROMEDIO_MIN_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,EXPERIENCIA_LABORAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,OTROS_REQUISITOS,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,MAIL_DIFUSION_CARRERA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,FORMATO_VALOR,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C101J4V1,VALOR_MATRICULA_ANUAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
