CODIGO_UNICO,COLUMNA,VALOR_BASE_ANTES,VALOR_ACTUAL_AUDITORIA,VALOR_PROPUESTO,ACCION_METODOLOGICA,ACCION_APLICADA,VALOR_DESPUES,CAMBIO_REAL,FUENTE_VALOR_PROPUESTO,REGLA_MATCH,CONFIANZA,MOTIVO,VALIDACION_ESPECIAL,VALOR_BASE_COINCIDE_CON_AUDITORIA
I162S2C1J4V3,VERSION_DERIVADA,3,3,3,MANTENER,MANTENER,3,NO,CODIGO_UNICO_PARSEADO,PARSEO_CODIGO_UNICO,ALTA,Versión derivada desde CODIGO_UNICO.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NOMBRE_CARRERA_ORIGINAL,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,MANTENER,MANTENER,INGENIERIA EN INFORMATICA,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nombre carrera desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NOMBRE_CARRERA_NORMALIZADO,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,MANTENER,MANTENER,INGENIERIA EN INFORMATICA,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,NORMALIZACION,ALTA,Nombre normalizado desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MODALIDAD_ORIGINAL,3,3,3,MANTENER,MANTENER,3,NO,PROMEDIOS_MATRIZ.MODALIDAD,CODIGO_EXACTO_MATRIZ,ALTA,Modalidad desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,TIPO_PLAN_CARRERA_ORIGINAL,3,3,3,MANTENER,MANTENER,3,NO,PROMEDIOS_MATRIZ.TIPO_PLAN_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Tipo plan desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,CARACT_PLAN_ESPECIAL_ORIGINAL,NO APLICA,NO APLICA,NO APLICA,MANTENER,MANTENER,NO APLICA,NO,PROMEDIOS_MATRIZ.CARACT_PLAN_ESPECIAL,CODIGO_EXACTO_MATRIZ,ALTA,Característica de plan desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NIVEL_GLOBAL,1,1,1,MANTENER,MANTENER,1,NO,PROMEDIOS_MATRIZ.NIVEL_GLOBAL,CODIGO_EXACTO_MATRIZ,ALTA,Nivel global desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NIVEL_CARRERA,2,2,2,MANTENER,MANTENER,2,NO,PROMEDIOS_MATRIZ.NIVEL_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nivel carrera desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VIGENCIA,1,1,1,MANTENER,MANTENER,1,NO,PROMEDIOS_MATRIZ.VIGENCIA,CODIGO_EXACTO_MATRIZ,ALTA,Vigencia interna desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,ESTADO_CRUCE_INDICES,FALTA_CREAR_EN_INDICES,FALTA_CREAR_EN_INDICES,FALTA_CREAR_EN_INDICES,MANTENER,MANTENER,FALTA_CREAR_EN_INDICES,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MOTIVO_ESTADO_CRUCE,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,MANTENER,MANTENER,No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,FUENTE,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,MANTENER,MANTENER,PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,REVISADO_MANUALMENTE,NO,NO,NO,MANTENER,MANTENER,NO,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,OBSERVACION_AUDITORIA,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,MANTENER,MANTENER,Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Sede,Santiago,Santiago,Santiago,MANTENER,MANTENER,Santiago,NO,MAPEO_LOCAL_COD_SEDE_VALIDADO_EN_OPERATIVO,MAPEO_COD_SEDE_A_SEDE,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Tipo de Carrera,Profesional,Profesional,Profesional,MANTENER,MANTENER,Profesional,NO,MAPEO_LOCAL_NIVEL_CARRERA,MAPEO_NIVEL_CARRERA,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Nombre,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,INGENIERIA EN INFORMATICA,MANTENER,MANTENER,INGENIERIA EN INFORMATICA,NO,PROMEDIOS_MATRIZ.NOMBRE_CARRERA,CODIGO_EXACTO_MATRIZ,ALTA,Nombre de formulario desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Mención o Especialidad,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Año de inicio de Actividades,REVISAR,REVISAR,2019,COMPLETAR,COMPLETAR,2019,SI,DICCIONARIO_COMPLEMENTADO.ANIO_INICIO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Año de inicio disponible en diccionario con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Campus,República,República,República,MANTENER,MANTENER,República,NO,MAPEO_LOCAL_COD_SEDE_A_CAMPUS,MAPEO_REQUIERE_VALIDACION,MEDIA,Campus solo mapeado para sede 2; sede 3 queda REVISAR.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Horario,Otro,Otro,Otro,MANTENER,MANTENER,Otro,NO,MAPEO_LOCAL_JORNADA,MAPEO_JORNADA_A_HORARIO,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Estado,Programa o Carrera Nueva(o),Programa o Carrera Nueva(o),Programa o Carrera Nueva(o),MANTENER,MANTENER,Programa o Carrera Nueva(o),NO,REGLA_OPERACIONAL_CREAR_FALTANTE,CONSTANTE_CONTROLADA,ALTA,Todos los 71 son programas faltantes a crear.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Tipo Programa,Programa Especial,Programa Especial,Programa Especial,MANTENER,MANTENER,Programa Especial,NO,MAPEO_LOCAL_TIPO_PLAN_CARRERA,MAPEO_TIPO_PLAN_A_TIPO_PROGRAMA,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Detalle del Tipo de Programa (especiales),REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Programa especial sin detalle específico validado en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Modalidad del Programa,No presencial,No presencial,No presencial,MANTENER,MANTENER,No presencial,NO,MAPEO_LOCAL_MODALIDAD,MAPEO_MODALIDAD_A_FORMULARIO,ALTA,Mapa local observado en archivo operativo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Área del Conocimiento,REVISAR,REVISAR,CODIGO_AREA_ACTUAL=10,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.AREA_ACTUAL,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de área, pero falta tabla oficial de equivalencia textual.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Sub Área,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Carrera Genérica,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Título que otorga el programa,REVISAR,REVISAR,INGENIERO EN INFORMATICA,COMPLETAR,COMPLETAR,INGENIERO EN INFORMATICA,SI,DICCIONARIO_COMPLEMENTADO.NOMBRE_TITULO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Título disponible en diccionario con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Grado Académico que otorga el programa,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Dependencia,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Régimen,REVISAR,REVISAR,CODIGO_REGIMEN=1,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de régimen, pero falta tabla oficial para etiqueta de formulario.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Duración del programa en Semestres,4,4,4,MANTENER,MANTENER,4,NO,PROMEDIOS_MATRIZ.DURACION_TOTAL,CODIGO_EXACTO_MATRIZ,ALTA,Duración total en semestres desde matriz.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Ingreso Directo,REVISAR,REVISAR,CODIGO_REQUISITO_INGRESO=2,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,DICCIONARIO_COMPLEMENTADO.REQUISITO_INGRESO,MATCH_R1_CODIGO_UNICO_DERIVADO,MEDIA,"Existe código de requisito, pero falta tabla oficial/semántica para campo de formulario.",APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Ingreso desde un plan Común,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Ingreso desde Bachillerato,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Otro Tipo de Ingreso,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Ingreso otro,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,Observaciones,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,MANTENER,MANTENER,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.,NO,ARCHIVO_OPERATIVO_ACTUAL,MANTENER_TRAZABILIDAD_EXISTENTE,ALTA,Campo de trazabilidad ya poblado; no se recalcula en esta etapa.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,ANIO_INICIO,2019,2019,2019,MANTENER,MANTENER,2019,NO,DICCIONARIO_COMPLEMENTADO.ANIO_INICIO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico ANIO_INICIO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,REGIMEN,1,1,1,MANTENER,MANTENER,1,NO,DICCIONARIO_COMPLEMENTADO.REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico REGIMEN disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,DURACION_REGIMEN,4,4,4,MANTENER,MANTENER,4,NO,DICCIONARIO_COMPLEMENTADO.DURACION_REGIMEN,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico DURACION_REGIMEN disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NOMBRE_TITULO,INGENIERO EN INFORMATICA,INGENIERO EN INFORMATICA,INGENIERO EN INFORMATICA,MANTENER,MANTENER,INGENIERO EN INFORMATICA,NO,DICCIONARIO_COMPLEMENTADO.NOMBRE_TITULO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico NOMBRE_TITULO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,ACREDITACION,2,2,2,MANTENER,MANTENER,2,NO,DICCIONARIO_COMPLEMENTADO.ACREDITACION,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico ACREDITACION disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,REQUISITO_INGRESO,2,2,2,MANTENER,MANTENER,2,NO,DICCIONARIO_COMPLEMENTADO.REQUISITO_INGRESO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico REQUISITO_INGRESO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,SEMESTRES_RECONOCIDOS,4,4,4,MANTENER,MANTENER,4,NO,DICCIONARIO_COMPLEMENTADO.SEMESTRES_RECONOCIDOS,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico SEMESTRES_RECONOCIDOS disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_ACTUAL,10,10,10,MANTENER,MANTENER,10,NO,DICCIONARIO_COMPLEMENTADO.AREA_ACTUAL,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ACTUAL disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_ADMIN_DERECHO,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_ADMIN_DERECHO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ADMIN_DERECHO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_AGRI_SILVI_PESCA_VET,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_AGRI_SILVI_PESCA_VET,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_AGRI_SILVI_PESCA_VET disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_ARTES_HUMANIDADES,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_ARTES_HUMANIDADES,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_ARTES_HUMANIDADES disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_CIENCIAS_NAT_MAT_ESTAD,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_CIENCIAS_NAT_MAT_ESTAD,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_CIENCIAS_NAT_MAT_ESTAD disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_CS_SOCIAL_PERIODISMO_INFO,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_CS_SOCIAL_PERIODISMO_INFO,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_CS_SOCIAL_PERIODISMO_INFO disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_EDUCACION,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_EDUCACION,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_EDUCACION disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_INGE_INDUSTRIA_CONSTRUC,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_INGE_INDUSTRIA_CONSTRUC,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_INGE_INDUSTRIA_CONSTRUC disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_SALUD_BIENESTAR,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_SALUD_BIENESTAR,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_SALUD_BIENESTAR disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_SERVICIOS,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_SERVICIOS,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_SERVICIOS disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,AREA_TECNO_INFO_COMUNICA,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.AREA_TECNO_INFO_COMUNICA,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico AREA_TECNO_INFO_COMUNICA disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VACANTES_PRIMER_SEMESTRE,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.VACANTES_PRIMER_SEMESTRE,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico VACANTES_PRIMER_SEMESTRE disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VACANTES_SEGUNDO_SEMESTRE,0,0,0,MANTENER,MANTENER,0,NO,DICCIONARIO_COMPLEMENTADO.VACANTES_SEGUNDO_SEMESTRE,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Valor técnico VACANTES_SEGUNDO_SEMESTRE disponible con match único no ambiguo.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,FECHA_ADMISION_INICIAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MALLA_CURRICULAR,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,PERFIL_EGRESO,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,TEXTO_REQUISITO_INGRESO,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,LICENCIA_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,NOTAS_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,PROMEDIO_MIN_ENS_MEDIA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,EXPERIENCIA_LABORAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,OTROS_REQUISITOS,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,No existe fuente textual explícita para este requisito en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MAIL_DIFUSION_CARRERA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,FORMATO_VALOR,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VALOR_MATRICULA_ANUAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,COSTO_TITULACION,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VALOR_CERTIFICADO_DIPLOMA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,ARANCEL_ANUAL,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,VIGENCIA_CARRERA,REVISAR,REVISAR,,DEJAR_REVISAR,DEJAR_REVISAR,REVISAR,NO,,MATCH_R1_CODIGO_UNICO_DERIVADO,NULA,Sin fuente documental explícita en bases actuales.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MATCH_STATUS,MATCH_UNICO,MATCH_UNICO,MATCH_UNICO,MANTENER,MANTENER,MATCH_UNICO,NO,ALGORITMO_METODOLOGICO_R1_R5,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Estado recalculado por metodología actual.,APLICA_INSTRUCCION_METODOLOGICA,SI
I162S2C1J4V3,MATCH_METHOD,P1_CODIGO_UNICO_EXACTO,P1_CODIGO_UNICO_EXACTO,MATCH_R1_CODIGO_UNICO_DERIVADO,REEMPLAZAR,REEMPLAZAR,MATCH_R1_CODIGO_UNICO_DERIVADO,SI,ALGORITMO_METODOLOGICO_R1_R5,MATCH_R1_CODIGO_UNICO_DERIVADO,ALTA,Método recalculado por metodología actual.,APLICA_INSTRUCCION_METODOLOGICA,SI
