NUM_COLUMNA,COLUMNA,FILAS,VACIOS,REVISAR_GENERICO,REVISIONES_ESPECIFICAS,CONFLICTOS,VALORES_UNICOS,EJEMPLOS,ESTADO,SECCION,FILA_EXCEL_APROX,CODIGO_UNICO,VALOR,TIPO,VALOR_ACTUAL,VALOR_ESPERADO,STATUS
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,37.0,I162S2C2J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,38.0,I162S2C35J1V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,39.0,I162S2C35J2V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,40.0,I162S2C35J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,41.0,I162S2C3J2V2,REVISAR_INGRESO_DIRECTO_MATCH_AMBIGUO,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,42.0,I162S2C40J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,43.0,I162S2C41J2V1,REVISAR_INGRESO_DIRECTO_SIN_FUENTE_DIRECTA,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,44.0,I162S2C53J3V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,45.0,I162S2C63J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,46.0,I162S2C64J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,47.0,I162S2C65J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,48.0,I162S2C66J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,49.0,I162S2C67J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,50.0,I162S2C68J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,51.0,I162S2C69J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,52.0,I162S2C6J1V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,53.0,I162S2C6J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,54.0,I162S2C6J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,55.0,I162S2C70J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,56.0,I162S2C71J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,57.0,I162S2C76J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,58.0,I162S2C77J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,59.0,I162S2C83J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,60.0,I162S2C86J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,61.0,I162S2C87J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,62.0,I162S2C88J4V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,63.0,I162S2C90J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,64.0,I162S2C90J2V2,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,65.0,I162S2C95J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,66.0,I162S2C96J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,67.0,I162S2C97J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,68.0,I162S2C98J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,69.0,I162S2C99J4V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,70.0,I162S3C114J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,71.0,I162S3C115J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso Directo,,,,,,,,,CELDAS_PENDIENTES,72.0,I162S3C91J2V1,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,2.0,I162S2C101J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,3.0,I162S2C102J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,4.0,I162S2C103J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,5.0,I162S2C104J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,6.0,I162S2C105J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,10.0,I162S2C111J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,12.0,I162S2C112J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,14.0,I162S2C113J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,22.0,I162S2C124J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,24.0,I162S2C125J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,27.0,I162S2C1J2V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,28.0,I162S2C1J4V3,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,41.0,I162S2C3J2V2,REVISAR_OTRO_TIPO_INGRESO_MATCH_AMBIGUO,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,42.0,I162S2C40J2V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,44.0,I162S2C53J3V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,45.0,I162S2C63J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,46.0,I162S2C64J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,47.0,I162S2C65J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,48.0,I162S2C66J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,49.0,I162S2C67J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,50.0,I162S2C68J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,51.0,I162S2C69J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,55.0,I162S2C70J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,56.0,I162S2C71J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,57.0,I162S2C76J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,58.0,I162S2C77J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,59.0,I162S2C83J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,60.0,I162S2C86J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,62.0,I162S2C88J4V2,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,63.0,I162S2C90J2V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,65.0,I162S2C95J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,66.0,I162S2C96J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,67.0,I162S2C97J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,68.0,I162S2C98J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Otro Tipo de Ingreso,,,,,,,,,CELDAS_PENDIENTES,69.0,I162S2C99J4V1,REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,2.0,I162S2C101J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,3.0,I162S2C102J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,4.0,I162S2C103J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,5.0,I162S2C104J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,6.0,I162S2C105J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,10.0,I162S2C111J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,12.0,I162S2C112J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,14.0,I162S2C113J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,22.0,I162S2C124J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,24.0,I162S2C125J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,27.0,I162S2C1J2V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,28.0,I162S2C1J4V3,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,41.0,I162S2C3J2V2,REVISAR_DESCRIPCION_OTRO_INGRESO_MATCH_AMBIGUO,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,42.0,I162S2C40J2V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,44.0,I162S2C53J3V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,45.0,I162S2C63J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,46.0,I162S2C64J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,47.0,I162S2C65J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,48.0,I162S2C66J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,49.0,I162S2C67J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,50.0,I162S2C68J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,51.0,I162S2C69J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,55.0,I162S2C70J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,56.0,I162S2C71J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,57.0,I162S2C76J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,58.0,I162S2C77J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,59.0,I162S2C83J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,60.0,I162S2C86J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,62.0,I162S2C88J4V2,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,63.0,I162S2C90J2V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,65.0,I162S2C95J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,66.0,I162S2C96J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,67.0,I162S2C97J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,68.0,I162S2C98J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,Ingreso otro,,,,,,,,,CELDAS_PENDIENTES,69.0,I162S2C99J4V1,REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,25.0,I162S2C13J1V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,26.0,I162S2C13J2V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,29.0,I162S2C21J1V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,30.0,I162S2C21J2V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,31.0,I162S2C23J1V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,32.0,I162S2C23J2V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
,ANIO_INICIO,,,,,,,,,CELDAS_PENDIENTES,33.0,I162S2C24J1V1,REVISAR_ANIO_INICIO_SIN_FUENTE,REVISION_ESPECIFICA_O_DECISION_MANUAL,,,
