CODCLI	MOTIVO	ANIO	PERIODO	VIG
20261TICL010	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TICL012	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TICL016	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TICL021	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG002	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG013	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG018	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG019	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG020	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG021	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG023	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG024	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG025	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG026	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG027	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG030	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG037	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG038	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG043	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG047	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG051	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG056	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG066	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG072	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG074	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG078	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG081	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG083	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG084	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG085	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG088	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG089	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG093	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG096	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG097	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG100	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TLOG101	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI002	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI005	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI008	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI010	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI019	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI020	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI022	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI027	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI028	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI030	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI031	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI034	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI040	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI042	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI053	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI059	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI078	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI082	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI090	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI104	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI105	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI106	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI108	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI110	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TMDI112	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS003	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS028	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS051	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS056	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS061	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS062	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS077	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS083	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS085	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS091	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS098	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS101	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS107	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS117	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS120	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS121	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS124	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS127	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS131	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPAS149	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE002	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE005	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE007	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE009	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE012	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE014	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE020	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE023	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE025	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE028	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE029	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE032	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE033	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TPRE034	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU001	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU004	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU009	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU014	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU015	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU016	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU017	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU019	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU024	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU026	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU036	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU038	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU042	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU043	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU045	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU048	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU051	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU060	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
20261TRHU063	CONTROL_VIGENCIA_0_CODCLI	2026	1	0
