Sede	Comuna	Región	Orden Geográfico de Region	Cod.Carr.	Carrera Genérica	Nombre Programa	Mencion Especialidad	Horario	Tipo Programa	Área Conocimiento	Tipo Carrera	Ingreso Directo	Año Inicio Actividades	Campus	Duracion (en semestres)	Titulo	Grado Academico	Codigo SIES	Nivel Pregrado/Posgrado	Modalidad Programa	Especial	Facultad
Santiago	Santiago	Región Metropolitana	7	53726	Técnico en Enfermería y Similares	TNS en Enfermería		Vespertino	Programa Regular	Salud	Técnico Nivel Superior	Ingreso Directo	2025	República	5	Técnico Nivel Sup. en Enfermería		I162S2C91J2V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	43929	Ingeniería en Computación e Informática y similares	Ingeniería en Ciberseguridad (P.E.)		Otro	Programa Especial	Tecnología	Profesional	No es Ingreso Directo	2020	República	5	Ingeniero en Ciberseguridad		I162S2C46J4V1	Pregrado	No presencial	Continuidad (o articulación) de estudios
Santiago	Santiago	Región Metropolitana	7	43933	Ingeniería en Computación e Informática y similares	Ingeniería en Ciberseguridad		Otro	Programa Especial	Tecnología	Profesional	No es Ingreso Directo	2020	República	4	Ingeniero en Ciberseguridad		I162S2C46J4V1	Pregrado	No presencial	Continuidad (o articulación) de estudios
Santiago	Santiago	Región Metropolitana	7	28353	Técnico en Minas y similares	TNS en Minería y Operaciones de Planta		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2013	República	5	Técnico Nivel Sup. en Minería y Operaciones de Planta			Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	28354	Técnico en Minas y similares	TNS en Minería y Operaciones de Planta		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2013	República	5	Técnico Nivel Sup. en Minería y Operaciones de Planta		I162S2C11J1V1	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	28356	Técnico en Prevención de Riesgos	TNS en Prevención de Riesgos		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2013	República	5	Técnico Nivel Sup. en Prevención de Riesgos		I162S2C10J2V1	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	40717	Técnico en Análisis de Sistemas Informáticos	TNS en Ciberseguridad		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2019	República	5	Técnico Nivel Sup. en Ciberseguridad		I162S2C47J1V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29353	Ingeniería en Minas	Ing. Ejec. en Minería y Operaciones de Planta		Diurno	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Minería y Operaciones de Planta		I162S2C22J1V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29354	Ingeniería en Minas	Ing. Ejec. en Minería y Operaciones de Planta		Vespertino	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Minería y Operaciones de Planta		I162S2C22J2V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29351	Ingeniería en Automatización, Control Industrial y similares	Ing. Ejec. en Automatización y Control Industrial		Diurno	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Automatización y Control Industrial			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29348	Ingeniería en Automatización, Control Industrial y similares	Ing. Ejec. en Automatización y Control Industrial		Vespertino	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Automatización y Control Industrial			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29352	Ingeniería en Prevención de Riesgos	Ing. Ejec. en Prevención de Riesgos		Diurno	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Prevención de Riesgos			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29347	Ingeniería en Prevención de Riesgos	Ing. Ejec. en Prevención de Riesgos		Vespertino	Programa Regular	Tecnología	Profesional	Ingreso Directo	2014	República	8	Ingeniero Ejec. en Prevención de Riesgos			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29349	Técnico en Automatización, Control automático y similares	TNS en Automatización y Control Industrial		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2014	República	5	Técnico Nivel Sup. en Automatización y Control Industrial			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	29350	Técnico en Automatización, Control automático y similares	TNS en Automatización y Control Industrial		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2014	República	5	Técnico Nivel Sup. en Automatización y Control Industrial			Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	28355	Técnico en Prevención de Riesgos	TNS en Prevención de Riesgos		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2013	República	5	Técnico Nivel Sup. en Prevención de Riesgos			Pregrado
Santiago	Santiago	Región Metropolitana	7	40713	Ingeniería en Computación e Informática y similares	Ingeniería en Ciberseguridad		Diurno	Programa Regular	Tecnología	Profesional	Ingreso Directo	2019	República	8	Ingeniero en Ciberseguridad		I162S2C46J1V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51503	Ingeniería en Administración, Administración de Empresas y similares	Ingeniería en Administración de Empresas		Diurno	Programa Regular	Administración y Comercio	Profesional	Ingreso Directo	2024		8	Ingeniero en Administración de Empresas		I162S2C76J1V1	Pregrado	Presencial	Otro objetivo
